2024_09_17,Solar,0.16684017
2024_09_17,Geothermal,0.00034118642
2024_09_17,Fossil brown coal / lignite,0.17414506
2024_09_17,Fossil hard coal,0.08922462
2024_09_17,Fossil oil,0.011154172
2024_09_17,Fossil gas,0.088034846
2024_09_17,Others,0.0031844068
2024_09_17,Waste non-renewable,0.012518918
2024_09_16,Waste renewable,0.0126025705
2024_09_16,Hydro Run-of-River,0.056118567
2024_09_16,Hydro water reservoir,0.0048983213
2024_09_16,Biomass,0.09276919
2024_09_16,Wind offshore,0.04406561
2024_09_16,Wind onshore,0.24481964
2024_09_16,Solar,0.08249044
2024_09_16,Geothermal,0.00037605222
2024_09_16,Fossil brown coal / lignite,0.1942551
2024_09_16,Fossil hard coal,0.11364491
2024_09_16,Fossil oil,0.008417784
2024_09_16,Fossil gas,0.12759742
2024_09_16,Others,0.0038858734
2024_09_16,Waste non-renewable,0.0140585685
2024_09_15,Waste renewable,0.013647211
2024_09_15,Hydro Run-of-River,0.06322412
2024_09_15,Hydro water reservoir,0.0023215448
2024_09_15,Biomass,0.104849204
2024_09_15,Wind offshore,0.025970927
2024_09_15,Wind onshore,0.2482751
2024_09_15,Solar,0.24416359
2024_09_15,Geothermal,0.00042308524
2024_09_15,Fossil brown coal / lignite,0.13200259
2024_09_15,Fossil hard coal,0.068550654
2024_09_15,Fossil oil,0.009448904
2024_09_15,Fossil gas,0.06810588
2024_09_15,Others,0.0037969188
2024_09_15,Waste non-renewable,0.01522022
2024_09_14,Waste renewable,0.011938755
2024_09_14,Hydro Run-of-River,0.05938191
2024_09_14,Hydro water reservoir,0.0017055365
2024_09_14,Biomass,0.09318077
2024_09_14,Wind offshore,0.028019529
2024_09_14,Wind onshore,0.3971366
2024_09_14,Solar,0.17384778
2024_09_14,Geothermal,0.000380091
2024_09_14,Fossil brown coal / lignite,0.09511046
2024_09_14,Fossil hard coal,0.051234316
2024_09_14,Fossil oil,0.010145506
2024_09_14,Fossil gas,0.06136033
2024_09_14,Others,0.0032453923
2024_09_14,Waste non-renewable,0.013312931
2024_09_13,Waste renewable,0.011428461
2024_09_13,Hydro Run-of-River,0.06048204
2024_09_13,Hydro water reservoir,0.0011968997
2024_09_13,Biomass,0.09378288
